Experiment,rev,typ,Created,parent,answer_accuracy,answer_page_accuracy,conditional_answer_accuracy,min_lot_size.answer_accuracy,min_lot_size.answer_page_accuracy,min_lot_size.conditional_answer_accuracy,min_lot_size.num_correct_answer,min_lot_size.num_correct_page_searched,min_lot_size.num_results,min_lot_size.num_row_input,min_lot_size.num_row_processed,min_lot_size.page_search_recall,min_lot_size.row_processed,page_search_recall,row_processed,max_height.answer_accuracy,max_height.conditional_answer_accuracy,max_height.num_correct_answer,max_height.num_correct_page_searched,max_height.num_results,max_height.page_search_recall,max_lot_coverage.answer_accuracy,max_lot_coverage.conditional_answer_accuracy,max_lot_coverage.num_correct_answer,max_lot_coverage.num_correct_page_searched,max_lot_coverage.num_results,max_lot_coverage.page_search_recall,max_lot_coverage_pavement.answer_accuracy,max_lot_coverage_pavement.conditional_answer_accuracy,max_lot_coverage_pavement.num_correct_answer,max_lot_coverage_pavement.num_correct_page_searched,max_lot_coverage_pavement.num_results,max_lot_coverage_pavement.page_search_recall,min_parking_spaces.answer_accuracy,min_parking_spaces.conditional_answer_accuracy,min_parking_spaces.num_correct_answer,min_parking_spaces.num_correct_page_searched,min_parking_spaces.num_results,min_parking_spaces.page_search_recall,min_unit_size.answer_accuracy,min_unit_size.conditional_answer_accuracy,min_unit_size.num_correct_answer,min_unit_size.num_correct_page_searched,min_unit_size.num_results,min_unit_size.page_search_recall,accuracy,max_height.accuracy,max_height.num_row_input,max_height.num_row_processed,max_height.row_processed,max_lot_coverage.accuracy,max_lot_coverage.num_row_input,max_lot_coverage.num_row_processed,max_lot_coverage.row_processed,max_lot_coverage_pavement.accuracy,max_lot_coverage_pavement.num_row_input,max_lot_coverage_pavement.num_row_processed,max_lot_coverage_pavement.row_processed,min_lot_size.accuracy,min_parking_spaces.accuracy,min_parking_spaces.num_row_input,min_parking_spaces.num_row_processed,min_parking_spaces.row_processed,min_unit_size.accuracy,min_unit_size.num_row_input,min_unit_size.num_row_processed,min_unit_size.row_processed,max_lot_coverage.num_correct_page_extracted,max_lot_coverage.page_extract_recall,min_lot_size.num_correct_page_extracted,min_lot_size.page_extract_recall,min_parking_spaces.num_correct_page_extracted,min_parking_spaces.page_extract_recall,max_height.num_correct_page_extracted,max_height.page_extract_recall,max_lot_coverage_pavement.num_correct_page_extracted,max_lot_coverage_pavement.page_extract_recall,min_unit_size.num_correct_page_extracted,min_unit_size.page_extract_recall,min lot size.answer_accuracy,min lot size.conditional_answer_accuracy,min lot size.num_correct_answer,min lot size.num_correct_page_extracted,min lot size.num_correct_page_searched,min lot size.num_results,min lot size.page_extract_recall,min lot size.page_search_recall,min unit size.answer_accuracy,min unit size.conditional_answer_accuracy,min unit size.num_correct_answer,min unit size.num_correct_page_extracted,min unit size.num_correct_page_searched,min unit size.num_results,min unit size.page_extract_recall,min unit size.page_search_recall,num_correct_answer,num_correct_page_extracted,num_correct_page_searched,num_results,page_extract_recall,extract_text.orig_document_s3_bucket,generate_dataset.seed,generate_dataset.test_split_frac,publish_datasets,eval.num-eval-rows,eval.terms,eval.search-method,eval.extraction-method,eval.k,eval.elastic-k,eval.embedding-k,data/hf_dataset,data/hf_text_dataset,data/names_all_towns.json,data/orig-documents,data/orig_documents_s3_manifest.json,data/textract_dataset,maxdumas/extract_text.py,maxdumas/generate_dataset.py,maxdumas/upload_zoning_docs.sh,templates/extraction.pmpt.tpl,templates/extraction_chat_completion.pmpt.tpl,templates/extraction_completion.pmpt.tpl,zoning/data_processing/eval.py,zoning/data_processing/extract_text.py,zoning/data_processing/generate_dataset.py,zoning/data_processing/generate_text_dataset.py,zoning/data_processing/index_towns.py,zoning/data_processing/upload_zoning_docs.sh
,663e478,baseline,2023-05-02T15:43:14,,0.5569620253164557,,0.6231884057971014,,,,,,,,,,,0.8734177215189873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,98.0,138.0,522,0.620253164556962,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,f69d5a408f2314ba41fc0a05ff06da85,cdd9b0b79ac4ed02da5897315ccc15df,7d151a1659212a7b2fca3053df0b7c5b,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,9ca2584,baseline,2023-05-02T15:38:30,,0.5569620253164557,,0.6231884057971014,,,,,,,,,,,0.8734177215189873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,98.0,138.0,522,0.620253164556962,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,f69d5a408f2314ba41fc0a05ff06da85,cdd9b0b79ac4ed02da5897315ccc15df,7d151a1659212a7b2fca3053df0b7c5b,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,ea7011e,baseline,2023-05-02T14:52:46,,0.33544303797468356,,0.4117647058823529,,,,,,,,,,,0.5379746835443038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,58.0,85.0,166,0.3670886075949367,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,e8e4387015c8aed237c4a527a97083e7,b72763886abe424370da753058ef87f9,dbe1ba847d08f66a3663fe9bb6168081,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,3ed7d26,baseline,2023-05-02T14:52:46,,0.33544303797468356,,0.4117647058823529,,,,,,,,,,,0.5379746835443038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,58.0,85.0,166,0.3670886075949367,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,e8e4387015c8aed237c4a527a97083e7,b72763886abe424370da753058ef87f9,dbe1ba847d08f66a3663fe9bb6168081,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,81cd9b5,baseline,2023-05-02T13:35:12,,0.5063291139240507,,0.5111111111111111,,,,,,,,,,,0.8544303797468354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,85.0,135.0,523,0.5379746835443038,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,e8e4387015c8aed237c4a527a97083e7,b72763886abe424370da753058ef87f9,b81ae2a99671d7d3d97cb6d8b64d0c8a,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,86e80ac,baseline,2023-05-02T12:57:14,,0.5063291139240507,,0.5111111111111111,,,,,,,,,,,0.8544303797468354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,85.0,135.0,523,0.5379746835443038,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,e8e4387015c8aed237c4a527a97083e7,b72763886abe424370da753058ef87f9,b81ae2a99671d7d3d97cb6d8b64d0c8a,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,fd3a1d6,baseline,2023-05-02T12:57:14,,0.18164435946462715,,0.5111111111111111,,,,,,,,,,,0.8544303797468354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,92,135.0,523,0.17590822179732313,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,e8e4387015c8aed237c4a527a97083e7,b72763886abe424370da753058ef87f9,d53cd6454cb28e36327802b70fa55340,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,6577d57,baseline,2023-05-02T12:57:11,,0.23024054982817868,,0.45918367346938777,,,,,,,,,,,0.7368421052631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,90,98.0,291,0.30927835051546393,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,e8e4387015c8aed237c4a527a97083e7,,,0d5a9d6db679d723dc61100de2e7fd54,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,1e11aa9,baseline,2023-05-02T12:56:52,,0.28313253012048195,,0.576271186440678,,,,,,,,,,,0.8082191780821918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,95,118.0,332,0.286144578313253,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,b72763886abe424370da753058ef87f9,,,2947f6f71d612d90656d17b9997fd04c,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,b999300,baseline,2023-05-02T17:56:52,,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,b72763886abe424370da753058ef87f9,,,2947f6f71d612d90656d17b9997fd04c,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,3897839,baseline,2023-05-02T12:56:52,,0.27170868347338933,,,,,,,,,,,,,0.7959183673469388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,109,117.0,357,0.30532212885154064,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,b72763886abe424370da753058ef87f9,,,35e8990b2610d435a57461bb956a707c,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,056c9d2,baseline,2023-05-02T12:56:52,,0.27170868347338933,,,,,,,,,,,,,0.7959183673469388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,109,117.0,357,0.30532212885154064,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,b72763886abe424370da753058ef87f9,,,35e8990b2610d435a57461bb956a707c,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,93df421,baseline,2023-05-02T12:56:52,,0.0,,,,,,,,,,,,,0.8544303797468354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,135.0,482,0.0,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,b72763886abe424370da753058ef87f9,,,09fc5f04724b489b7ad9975e689b78c8,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,9a5c2aa,baseline,2023-05-02T12:56:50,,0.2803738317757009,,,,,,,,,,,,,0.12149532710280374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,52,39,321,0.16199376947040497,cornell-mfd64,42,0.3,True,,,,,,,,0057d2cb5fa96c6398ac1321ee8c4d99.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,8d59315d9f3f21ddaab194db92db4d9e.dir,,,,b72763886abe424370da753058ef87f9,,,4d53ca018b3e4c834c9fb9485e6a3258,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,1de20cf7c54e7d04b71c61328d41e260,4bc9fb2d649525a0c3928fe4f7bc2307
,1d26ad8,baseline,2023-05-02T12:55:33,,0.5063291139240507,,0.5111111111111111,,,,,,,,,,,0.8544303797468354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,85.0,135.0,523,0.5379746835443038,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,e8e4387015c8aed237c4a527a97083e7,b72763886abe424370da753058ef87f9,b81ae2a99671d7d3d97cb6d8b64d0c8a,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,bf11686,baseline,2023-05-02T12:42:13,,0.18164435946462715,,0.5111111111111111,,,,,,,,,,,0.8544303797468354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,92,135.0,523,0.17590822179732313,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,,e8e4387015c8aed237c4a527a97083e7,b72763886abe424370da753058ef87f9,d53cd6454cb28e36327802b70fa55340,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,8dff84b,baseline,2023-05-01T16:19:07,,0.2803738317757009,,,,,,,,,,,,,0.12149532710280374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,52,39,321,0.16199376947040497,cornell-mfd64,42,0.3,True,,,,,,,,0057d2cb5fa96c6398ac1321ee8c4d99.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,8d59315d9f3f21ddaab194db92db4d9e.dir,,,,b72763886abe424370da753058ef87f9,,,4d53ca018b3e4c834c9fb9485e6a3258,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,1de20cf7c54e7d04b71c61328d41e260,4bc9fb2d649525a0c3928fe4f7bc2307
,a965b0b,baseline,2023-05-01T10:54:51,,0.23024054982817868,,0.45918367346938777,,,,,,,,,,,0.7368421052631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,90,98.0,291,0.30927835051546393,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,e8e4387015c8aed237c4a527a97083e7,,,0d5a9d6db679d723dc61100de2e7fd54,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,94e758c,baseline,2023-04-29T18:15:16,,0.28313253012048195,,0.576271186440678,,,,,,,,,,,0.8082191780821918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,95,118.0,332,0.286144578313253,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,b72763886abe424370da753058ef87f9,,,2947f6f71d612d90656d17b9997fd04c,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,118f930,baseline,2023-04-29T23:04:41,,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,!,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,b72763886abe424370da753058ef87f9,,,2947f6f71d612d90656d17b9997fd04c,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,1c21793,baseline,2023-04-29T17:57:48,,0.27170868347338933,,,,,,,,,,,,,0.7959183673469388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,109,117.0,357,0.30532212885154064,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,b72763886abe424370da753058ef87f9,,,35e8990b2610d435a57461bb956a707c,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,3a11d69,baseline,2023-04-29T17:56:45,,0.27170868347338933,,,,,,,,,,,,,0.7959183673469388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,109,117.0,357,0.30532212885154064,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,b72763886abe424370da753058ef87f9,,,35e8990b2610d435a57461bb956a707c,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,761ce89,baseline,2023-04-29T17:51:18,,0.0,,,,,,,,,,,,,0.8544303797468354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,135.0,482,0.0,cornell-mfd64,42,0.3,True,,,,,,,,302e323289b3182818324f7ac09702e9.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,11062398489b76650f2d8335fe86775a.dir,,,,b72763886abe424370da753058ef87f9,,,09fc5f04724b489b7ad9975e689b78c8,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,cd3c4af8c8e19c9927e28912aaf7ced5,4bc9fb2d649525a0c3928fe4f7bc2307
,28a3cfe,baseline,2023-04-29T16:17:33,,0.2803738317757009,,,,,,,,,,,,,0.12149532710280374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,52,39,321,0.16199376947040497,cornell-mfd64,42,0.3,True,,,,,,,,0057d2cb5fa96c6398ac1321ee8c4d99.dir,e832d3471ef79f057d9845b1c45015ee.dir,0013040cfeb0f4f23a35a94cae9f2950,b208d6a5c83a0ee2ea6866545fddf26b.dir,897ea14dfed07ed31455e60dc08c51c4,8d59315d9f3f21ddaab194db92db4d9e.dir,,,,b72763886abe424370da753058ef87f9,,,4d53ca018b3e4c834c9fb9485e6a3258,98404ae0ff0f6d2466c5e067543c2e41,51f7f2eef57fa468b3d03fd2d8faa385,45a291510a51b8886397868052138501,1de20cf7c54e7d04b71c61328d41e260,4bc9fb2d649525a0c3928fe4f7bc2307
